,gpwr,in-hand delta,game-weighted in-hand delta,distance-one delta,gihwr,gnswr,cs bias,cs var,cs mean,deck gihwr,deck gnswr,deck ihd form,deck ihd meas,deck ihdd
Topiary Panther,0.5405189961708731,0.006976714807357065,-0.0025541953888436053,-0.0046346297681861826,0.5474957109782301,0.5353172779551129,0.00923924470324631,13.445323037902286,16.73508135801133,0.5482625384045822,0.534954282743647,0.007423007214835328,0.0077435422337091,-0.00032053501887377173
Torch the Witness,0.5709730072847081,0.02225758672888767,0.02345381447985284,0.02275516801861599,0.5932305940135958,0.5545256413622877,-0.000730707087463917,15.303358036831359,16.851188324986662,0.5702843272300583,0.5714761166518785,-0.0006635895323138536,-0.0006886800546498373,2.5090522335983675e-05
Toxin Analysis,0.5310078421334327,0.008085419200800636,0.002839962338774926,-0.00985440094121881,0.5390932613342333,0.5253214795999365,0.004811379775313507,14.376040065882817,16.90040440884942,0.5349612488319684,0.5281053268765133,0.004092717946197019,0.003953406698535722,0.00013931124766129732
Tragic Slip,0.5160744500846024,-0.005481229745619376,-0.009172639590794951,-0.024392172233337894,0.510593220338983,0.5197183098591549,0.007766611222730901,12.517096549769382,16.583756345177665,0.5219365370880522,0.5119228267938435,0.005862087003449859,0.005862087003449812,4.683753385137379e-17
Treacherous Greed,0.5144996813256851,0.010165710643722181,-0.010446015263768427,-0.027771665296608128,0.5246653919694073,0.5069577080491132,0.00807469317426223,15.864698370055937,17.228609850395024,0.5226833575252166,0.5083043456959483,0.007435456067134901,0.00818367619953142,-0.0007482201323965191
Treacherous Terrain,0.5367339170156071,0.0020591864326687803,-0.01409820095110259,-0.008398540176564273,0.5387931034482759,0.5354223433242506,0.010581675913541052,13.748323476672573,16.909826589595376,0.5450902705866463,0.5306142635761153,0.008603299543839866,0.008356353571039143,0.00024694597280072207
"Trostani, Three Whispers",0.5581135091926459,0.04381174562049117,0.05009943626472946,0.01000443445700272,0.6019252548131371,0.5262138608382902,-0.0009246196249685011,11.57261860016353,16.171690907613552,0.5573928566130476,0.5586022785582769,-0.000661666756501577,-0.0007206525795983021,5.8985823096725115e-05
Tunnel Tipster,0.5452891818412972,0.0018677387512310295,0.0025963075184954887,-0.0008691131599443125,0.5471569205925282,0.5439824699404427,0.003850602368027505,12.82455923262708,16.529370210406775,0.5473677964492547,0.5438325405009813,0.002987547469834761,0.002078614607957552,0.0009089328618772092
Unauthorized Exit,0.5495060767526792,0.004280509768859853,0.0035883443722805053,0.004170058497165119,0.553786586521539,0.5461023351648352,0.003124634069830983,17.05045066534908,17.642797715574986,0.5517403281180031,0.5477420529907754,0.003019726231281895,0.002234251365323958,0.0007854748659579368
Undercity Eliminator,0.5335514126910607,0.010822762025736843,-0.001269153635389375,-0.006835233475409042,0.5443741747167975,0.5258616414579718,0.010319198333873002,14.049505987500329,16.915245325183214,0.5423677483600078,0.527088721268873,0.008570945084793315,0.008816335668947128,-0.0002453905841538137
Undercity Sewers,0.533932584269663,0.017552813514828514,0.008522888504263748,-0.007789586089006373,0.5514853977844915,0.5197849025974026,0.013791457186954213,16.152409137665106,17.490876647671673,0.546591712174751,0.5240978287996007,0.012736083134971403,0.012659127905088052,7.695522988335028e-05
Undercover Crocodelf,0.5378353306450087,0.0009877270884197653,-0.0092452127482614,-0.00732851656293021,0.5388230577334284,0.537220129303963,0.0079519759036762,14.250821167910903,16.884738871051958,0.5447892761153412,0.5327633835211112,0.006711515493385062,0.006953945470332568,-0.00024242997694750527
Underground Mortuary,0.5461336563698769,0.010520601424446108,0.0014673695084534977,0.0033900395908045278,0.556654257794323,0.5380706134094151,0.012975834814750228,13.997471145927065,16.967905318104293,0.5567827473756873,0.5382916440253116,0.010704260190560417,0.010649091005810463,5.516918474995393e-05
Undergrowth Recon,0.47161572052401746,-0.0978783467866437,-0.1214648788634567,-0.06690019997041974,0.37373737373737376,0.5461538461538461,0.014877099578412954,18.82538471806411,17.17467248908297,0.48792270531400966,0.459345704993304,0.01630698478999219,0.016306984789992207,-1.734723475976807e-17
Unscrupulous Agent,0.540129756108685,0.010452446647430835,0.0047085718265260645,-0.0007806521181770165,0.5505822027561158,0.5323517707918822,0.007258484197813154,14.240733099469,16.93538653284791,0.5457520249254683,0.5359886623066246,0.006103559311580005,0.0056222688167832935,0.0004812904947967111
Unyielding Gatekeeper,0.5579730432348118,0.016021344043017915,0.021185083994623266,0.009002235591217267,0.5739943872778297,0.5460388430906804,-0.004376728159702126,13.08652941395652,16.409978128997647,0.5543315607071657,0.5605063359816618,-0.0034903265165004945,-0.003641482527646067,0.0001511560111455727
Urgent Necropsy,0.5490804343009085,0.04911311408618835,0.03154234709201076,0.006818865232654736,0.5981935483870968,0.5124079100426522,0.018288009533511358,13.82504849380405,17.026726313374628,0.564206433322713,0.5378557952587975,0.014849162076290808,0.01512599902180456,-0.0002768369455137514
"Vannifar, Evolved Enigma",0.5546980368649783,0.05515549176351697,0.06550646982325548,0.00973680236503105,0.6098535286284953,0.5101957585644372,-0.0006988146375027747,14.357487470089055,16.737748647206768,0.5540026608253934,0.5551978261499481,-0.0005994367948365194,-0.0006953760395849162,9.593924474839686e-05
Vein Ripper,0.5643555633864857,0.0757891020746354,0.06896517731496754,0.0229653969243101,0.6401446654611211,0.505711156313566,0.0072184122946853686,12.310185546809148,16.652803863697343,0.5696124851210157,0.5606060034337679,0.005336038028686427,0.005256921734529962,7.911629415646455e-05
Vengeful Creeper,0.5507406115199188,0.0033321164411617143,-0.005669190407501801,0.004308323359298538,0.5540727279610805,0.5483536568731756,0.007380968949167103,12.937941426133632,16.57433000726383,0.5563940974318576,0.5467512689668791,0.005761593011034767,0.005653485911938816,0.00010810709909595071
Vengeful Tracker,0.5491311634471201,-0.010681863489546917,-0.004960591825395655,0.000732185968939647,0.5384492999575732,0.556599501924383,-0.005884259305109471,13.972396713911177,16.369271634973437,0.5442188979053567,0.5525284571496781,-0.005022655082762102,-0.004912265541763383,-0.00011038954099871871
Victimize,0.5277280858676208,0.025669972384806394,0.008804935826504545,-0.012981361846303496,0.5533980582524272,0.5066225165562914,0.01620239747078327,15.113645309634826,16.91055456171735,0.5422088225960012,0.5171224916711862,0.014480736728380494,0.014480736728380461,3.2959746043559335e-17
Vitu-Ghazi Inspector,0.5490928602568832,0.005659320772530951,-0.0013812884233744827,0.0035139937529732324,0.5547521810294141,0.5449631107605215,0.007124834397995631,14.307492238702695,16.887064681056096,0.5552548608606238,0.544566334328728,0.00603648501244382,0.006162000603740614,-0.00012551559129679417
Warleader's Call,0.559993336387489,0.023240553827308053,0.030279792042379294,0.009498276009259454,0.5832338902147971,0.543462695116712,-0.011118829000264358,11.107288959975897,15.769902955254029,0.5521283125899585,0.5650966200162063,-0.007831376448727598,-0.007865023797530513,3.364734880291487e-05
Wispdrinker Vampire,0.5369303955933901,0.016281707551639046,0.010397460566133887,-0.006944936887597675,0.5532121031450291,0.5249124697010503,0.0024204369859400694,12.674500153547061,16.51879640484564,0.5392155747433724,0.5353248199589162,0.0018571467435090688,0.002285179149982386,-0.0004280324064733171
Wojek Investigator,0.5625841687864731,0.029467521778228645,0.036220974624196045,0.013583679477849664,0.5920516905647017,0.5412251227707418,-0.00542804096318851,13.32299962128152,16.498127630004248,0.5580491300965501,0.5657662933722064,-0.00438339363827812,-0.004535038689922999,0.00015164505164487908
Worldsoul's Rage,0.5250212044105174,0.00925935490387142,-0.005797580458846152,-0.019933178995379275,0.5342805593143888,0.5183567847323306,0.010952321377267841,12.752581445512721,16.47534676521211,0.5332247184588121,0.5192697687467436,0.008477537521453195,0.00820351404829478,0.0002740234731584152
Worldspine Wurm,0.46984924623115576,-0.0241970723181123,-0.05572339674282212,-0.07008427251256921,0.44565217391304346,0.5,0.028987190564550035,13.43812853326904,17.012594458438286,0.49268941072219763,0.45294567712318284,0.022896777653544628,0.02284016449104187,5.6613162502758274e-05
Wrench,0.5190397350993378,-0.019480522639743314,-0.024464457687897456,-0.028345015282617014,0.49955921245959445,0.5322516818361693,-0.002408871063147406,12.060976279909122,16.220750820070464,0.5175588333989875,0.5200489167718908,-0.0017911215748429902,-0.0014809017003503122,-0.00031021987449267796
"Yarus, Roar of the Old Gods",0.5359564511507975,0.02142250601866247,0.018662478058040666,-0.010112326252742276,0.55737895716946,0.5208535402521823,0.0036410947475521804,11.803966552816236,16.30521887208254,0.5383587612916836,0.5343047488965308,0.0026359266289475687,0.002402310140886099,0.00023361648806146957
